course_title,course_detail,course_url
파이썬으로 만드는 업무매크로 활용법,"파이썬의 기본적인 특징을 이해하고, 데이터를 작성할 수 있다.
논리연산, 조건문, 반복문 등 파이썬의 기초 프로그래밍을 작성할 수 있다.
매크로 알고리즘을 작성하여 파이썬으로 구현해 볼 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001114439&tracseTme=105&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500034225481&tracseReqstsCd=&focusId=
쉽게 배워 바로 쓰는 사회복지 글쓰기,"- 작가 사회복지사가 알려주는 사회복지 현장 실무자를 위한 업무용 글쓰기 교육.
- 업무용 글쓰기 기본기를 다지기 위해, 사회복지 글쓰기가 일반 글쓰기와 어떻게 다른지 특징 이해, 공문서의 이해, 공식 표기법 학습
- 업무용 글쓰기에서 많이 사용되는 5가지 형식별로 작성 방법과 작성 예시 학습
- 작가들의 글쓰기 비법 중 글쓰기 체력을 키우는 5가지 방법으로 독서를 위해 다독, 다작, 다상량, 정보수집, 필사 방법을 학습
- 작가들의 글쓰기 비법 중 가독성 좋은 문장 작성을 위해 정보 수집 방법, 셰익스피어 글쓰기 비법, 퇴고 방법 학습
- 사회복지 종사자의 인권 기반 윤리적 글쓰기를 위해 표절과 정당한 인용, 저작권 이해, 개인 정보 보호, 사회복지 용어, 자기 점검 체크리스트 학습
- 업무용 글쓰기 실제로는 사업계획서, 내부기안서, 평가서, 상담기록지, , 외부 공문서, 스토리텔링 후원제안서, , 보도자료/소식지, 업무용 이메일, 업무용 메신저, 웹문서 SNS 5종 글쓰기, 선정되는 프로포절 작성법 등 11가지 종류의 글쓰기 학습
- 업무용 글쓰기 번외편으로 생성형AI 이해와 일상 글쓰기 활용법, 사회복지 업무용 글쓰기 활용법 학습",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001132330&tracseTme=33&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020021711&tracseReqstsCd=&focusId=
일잘러의 AI 비밀레시피: 인공지능 툴로 업무를 더 멋있게,"1. AI 기반 툴을 활용하여 업무 생산성을 높이고 효율적으로 업무를 수행할 수 있다.
2. ChatGPT 및 다양한 AI 도구의 기본 개념과 활용법을 익혀 실무에 적용할 수 있다.
3. AI를 활용한 자동화 기술을 익혀 문서 작성, 데이터 분석, 마케팅 등의 업무를 최적화할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001132356&tracseTme=32&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020021711&tracseReqstsCd=&focusId=
인공지능활용능력향상을 위한 데이터 처리,"데이터 분석과 AI 모델링의 성패를 좌우하는 데이터 전처리와 시각화 기법을 체계적으로 학습하여, 원시 데이터를 정제, 변환, 최적화하고 시각적으로 효과적으로 표현하는 능력을 배양하는 것을 목표로 한다. 이를 통해 결측치 처리, 이상치 탐지, 데이터 변환, 차원 축소, 특성 선택, 텍스트 데이터 전처리 등의 전처리 기법과 matplotlib, seaborn, folium 등을 활용한 데이터 시각화를 실습하며, 데이터를 단순한 숫자가 아닌 의미 있는 인사이트로 전환하고 전달하는 실무 역량을 기른다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001132360&tracseTme=33&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020021711&tracseReqstsCd=&focusId=
[AI 김현욱 아나운서] 10분이면 따라하는 직장인 ChatGPT 바이블,"1. ChatGPT를 기반으로 인공지능의 개념과 챗봇의 기능을 파악한다.
2. 다양한 인공지능 툴에 적용할 수 있는 프롬프트 엔지니어링을 학습한다.
3. 다양한 업무 분야에 적용할 수 있는 인공지능 툴을 살펴본다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001129253&tracseTme=35&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020021711&tracseReqstsCd=&focusId=
"AI시대, 전직원이 활용할 수 있는 빅데이터 브랜드 마케팅","1. 디지털 전환 시대의 핵심 기술 동향을 이해하고, IT 시장의 성장 동력 트렌드를 파악할 수 있다.
2. 마케팅 정보시스템과 조사 방법론을 습득하여 데이터 기반의 전략적인 마케팅 전략을 수립할 수 있다.
3. 소비자 행동 패턴과 구매 여정을 이해하고, 이를 바탕으로 고객 지향적 마케팅 전략을 수립할 수 있다.
4. 마케팅 사례 분석 결과를 반영하여 적합한 플랫폼을 활용해 제품 및 서비스의 판매를 촉진할 수 있다.
5. AI와 빅데이터를 활용하여 마케팅 인사이트를 도출하고, 차별화된 브랜드 구축 전략을 수립할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001126283&tracseTme=36&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500044312625&tracseReqstsCd=&focusId=
쉽게 배우고 적용하는 디지털 융합 AI 서비스,"1. 인공지능의 등장 배경을 통해 인공지능의 전망을 알아보고 기술 발전 동향과 변화의 방향을 이해한다.
2. 인공지능 기술의 발전 현황과 기능 구현 방법을 살펴본다.
3. 산업별 인공지능의 활용 가능성을 알아보고 각국의 윤리적 이슈 대응 현황을 알아본다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001126458&tracseTme=36&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500044312625&tracseReqstsCd=&focusId=
인공지능활용능력향상을 위한 데이터 모델링,"이 과정은 인공지능과 머신러닝의 기본 개념을 이해하고 실무에서 활용할 수 있는 핵심 기술을 익히는 것을 목표로 한다. Scikit-learn을 활용하여 회귀, 분류, 앙상블, 군집화 등의 머신러닝 모델을 실습하고, TensorFlow를 통해 ANN, CNN, RNN, 강화학습을 포함한 다양한 딥러닝 모델을 구현한다. 또한, 교차검증과 하이퍼파라미터 튜닝 등의 최적화 기법을 익혀 모델 성능을 향상시키는 방법을 학습한다. 이론과 실습을 병행하여 데이터 분석 및 모델 구축 능력을 배양하며, 최신 AI 기술 트렌드를 반영한 실습을 통해 실무 적용 역량을 강화한다",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001126661&tracseTme=36&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500044312625&tracseReqstsCd=&focusId=
바이브 코딩과 AI 어시스턴트로 완성하는 웹 페이지 제작,"1. 요구사항 분석, 기능 설계, UI 구현, 프로그램 작성, 디버깅, 배포까지 웹 개발 전 과정을 실습 할 수 있다.
2. BOLT 기반 바이브 코딩과 AI 코드 어시스턴트를 활용하여, 개발 생산성과 품질을 동시에 높이는 최신 코딩 방법론을 습득할 수 있다.
3. HTML5, CSS3, JavaScript를 기반으로 한 프론트엔드 개발 기술을 이해하고, 실제 웹 애플리케이션을 기획·구현·배포할 수 있다.
4. AI 도구를 활용한 실시간 코딩 지원 및 최적화 방법을 익혀 개발 속도를 높이고 실무 적용 역량을 강화할 수 있다.
5. 기획부터 배포까지 1인 웹 프로젝트를 완성하여, 포트폴리오를 구축하고 실무형 웹 개발 초급 전문가로서의 역량을 갖출 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20250000539349&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500036114075&tracseReqstsCd=&focusId=
"[디자인 첫걸음]광고&편집디자인(포토샵, 일러스트, 인디자인)입문과정","1. 상품 및 서비스의 판매 촉진을 위하여 다양한 광고물을 기획하고 제작하고 실행하고 관리하는 능력을 함양할 수 있다.
2. 광고 제작을 위하여 광고콘셉트를 설정하고 창의적인 아이디어를 도출하여 표현전략을 수립할 수 있다.
3. 광고 콘셉트 구현을 위하여 2D 이미지제작, 합성, 보정, 타이포그래피를 제작할 수 있다.
4. 광고 콘셉트 표현을 위하여 일러스트레이션을 계획하고 컴퓨터 일러스트레이션으로 정보를 표현할 수 있다.
5. 효과적인 아트워크 계획을 수행하기 위하여 편집, 인쇄, 수정·보완하는 능력을 함양할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000476604&tracseTme=6&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054642&tracseReqstsCd=&focusId=
"[누구나하는]시각&편집출판 디자인(포토샵,일러스트) GTQ 자격증 취득","1. 포토샵 프로그램을 활용하여 사진 및 각종 이미지편집, 웹디자인등에 있어 가장 기본이 되는 역량을 추출하고 조합하는 능력을 익혀 디자인 목적에 맞게 디자인 할수 있으며, GTQ포토샵1급자격을 취득 할 수 있다.
2. 일러스트 프로그램을 활용하여 광고, 웹, 캐릭터, 심벌디자인 등 전문적인 감각에 맞추어 디자인할 수 있으며, GTQi일러스트1급 자격을 취득 할 수 있다.
3. 관련분야에 대한 효과적인 디자인 개발을 위한 다양한 아이디어 구상능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000476664&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054642&tracseReqstsCd=&focusId=
에너지 절감기술 전문엔지니어 양성(보일러/공조냉동),"열․냉동기계설비 산업은 경제성장의 중요한 분야로 열, 냉동, 냉장, 냉방 등 다양한 에너지를 생산, 전달, 사용하는 기계설비를 개발하고 제조하는 분야를 포함하고 있으며, 특히 인공지능(AI) 산업의 급속한 성장으로 반도체 산업, 대형건축물, 데이터센터 등의 확장 및 전력수요 증가에 따른 천연가스 발전소의 건설로 이어지고 있으며, 이로 인한 에너지산업 생태계의 급속한 변화와 산업환경구조변화에 능동적으로 대응 수요조사를 통한 산업 요구 에너지 절감기술 교과를 편성함으로 업무수행 역량을 키워 현장대응 전문기술인 양성에 목표를 두며, 훈련목표는 아래와 같다.
가. 열․냉동 설비공학 전공교과 학습을 통하여 관련산업분야의 직무를 수행할 수 있다.
나. 에너지절약 열․냉동 기계설비 유지보수관리 업무에 필요한 접합기술(SMAW+OAW)을 완벽하게 숙련하여 설비의 제작과 설치 특성에 따른 관련 접합업무를 수행할 수 있다.
다. 에너지절약 열․냉동 기계설비 유지보수관리 업무에 필요한 진단기술과 성능분석을 정확하게 숙련하여 설비 특성에 따른 설비의 에너지 절약 운용과 유지보수업무를 수행할 수 있다.
라. 에너지절약 열․냉동 기계설비의 에너지 절약을 위한 시퀀스 자동제어 기술을 숙련하여, 자동화 기반 유지보수 현장의 TAB 업무를 수행할 수 있다.
마. 에너지절약 열․냉동 기계설비의 에너지 절감을 위한 열교환기의 제작기술과 운용기술을 숙련하여 설비의 에너지 절약 ․ 고효율 운영 등의 업무를 수행할 수 있다.
바. 실제 산업현장의 운용 중인 설비기반으로 프로젝트 교육과 산업체의 노하우가 집약된 운용기술을 습득하여, 수료 후 즉시 실무업무를 수행할 수 있다.
사. 에너지절약 열․냉동 기계설비의 에너지 절감기술 전문엔지니어는 유망직종으로서 유지보수분야에 대한 전문 실무자로서 취‧창업을 할 수 있다
아. 취업활동 영역 확장 및 직무능력 향상을 위하여 국가자격 취득교과와 연계하여 공조냉동기계기능사/산업기사, 에너지관리기능사/산업기사 시험준비를 통한 국가기술자격을 취득할 수 있다",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20253001112684&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020013977&tracseReqstsCd=&focusId=
AI 브랜딩 콘텐츠 창작자 양성과정,"○ 산업 전반 분야에서 활용되는 생성형 인공지능(AI) 기술의 기본 개념을 이해하고, 생성형 AI 도구 등을 활용하여 보다 쉽고 효율적으로 디자인 콘텐츠 아이디어를 창출할 수 있고, 콘텐츠 개발에 필수적인 기술인 디지털 이미지 가공 기술과 영상 콘텐츠 제작 및 편집 기술, 모션 그래픽 애니메이션 제작도 할 수 있으며, 생성형 AI를 활용한 창의적인 전략을 수립하고 제품 및 업체의 브랜딩을 구축하는 방법과 마케팅 콘텐츠를 기획하는 방법을 연구하고 아이템을 선정을 통해 광고 등의 콘텐츠를 창의적으로 제작하는 능력을 함양하고자 함

○ 아울러 현장 전문가를 초빙하여 실무 프로젝트 수행을 실시하여, AI 인공지능 기술을 활용하여 수집된 자료를 통해 주제에 맞는 기획서를 작성할 수 있고 AI도구를 활용하여 SNS 등에서 활용할 수 있는 퀄리티 높은 온라인 광고 콘텐츠 제작할 수 있으며, 챗GPT 등의 인공지능 도구를 활용하여 인기 있는 주제를 찾아 영상을 기획하고 AI도구를 활용하여 보다 쉽고 편리하게 이미지 가공, 영상 편집 작업을 하여 멀티미디어 광고 및 브랜드 콘텐츠를 제작할 수 있으며, 인공지능을 활용하여 콘셉트 방향에 맞춰 설정하고, 구상한 스케치를 통해 도출한 캐릭터를 활용한 콘텐츠를 제작할 수 있는 능력을 함양하고자 함",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20253001139979&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020014391&tracseReqstsCd=&focusId=
"『쪽집게 강의』 시각&광고(포토샵,일러스트) GTQ 자격증 취득","1. 포토샵 프로그램을 활용하여 사진 및 각종 이미지 편집 등에 있어 가장 기본이되는 역량을 추출하고 조합하는 능력을 익혀 디자인 목적에 맞게 디자인 할 수 있으며 GTQ 포토샵 1급 자격을 취득 할수 있다.
2. 일러스트 프로그램을 활용하여 광고, 웹, 캐릭터, 심벌 디자인 등 전문적인 감각에 맞추어 디자인 할 수있으며 GTQi 일러스트1급 자격을 취득 할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20230000431357&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054641&tracseReqstsCd=&focusId=
일러스트레이터(AI) CC,"어도비 일러스트레이터 (Adobe Illustrator) 기술을 습득하고 광고, 편집, web, 3D디자인 등에 활용할 수 있는 그래픽 응용능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20220000373858&tracseTme=8&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054642&tracseReqstsCd=&focusId=
융합_데이터 기반 차세대 디지털 헬스케어 AI 솔루션,"
- 6개월간의 장기 훈련을 통하여 프로그래밍 전문기술을 습득하여 해당분야로 취업할 의지가 확고한 자
- 디지털 신기술 분야 교육의 특성을 이해하고 훈련과정에 적극적으로 참여하는 자
- IT 직무분야에 대한 비전을 가지고 교육에 대한 열정과 해당분야 취업에 대한 의지가 높은 자를 우선 선발 대상자로 선정
- SW 구인기업 취업을 희망하고 장기적인 경력설계를 통한 IT분야 전문가를 목표로 하는 자",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000458999&tracseTme=7&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020049185&tracseReqstsCd=&focusId=
자바(JAVA)활용 데이터 플랫폼 구축 풀스택 개발자 과정,"백엔드 개발과 공공데이터활용 클라우드 서버, 웹서비스 프로젝트 , 반응형 UI 등을 진행하며 학습을 진행한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000459269&tracseTme=8&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020059068&tracseReqstsCd=&focusId=
AWS 클라우드 환경의 AI 적용 백엔드 API 서버 개발자 양성 과정,"파이썬, 데이터 분석, 인공지능 개발, 백오피스 개발, 백오피스 데이터분석 대시보드 개발, 데이터베이스 활용, 인공지능 API 서버 개발, 이커머스를 기획하고, 서비스에 필요한 DB 구축 및 인공지능을 적용한, 클라우드 기반의 백엔드 API 서버 개발, 프론트엔드 개발하고 CI/CD를 적용하여 온라인 서비스 개발 2. 커뮤니티 서비스를 기획하고, 서비스에 필요한 DB 구축 및 인공지능을 적용한, 클라우드 기반의 백엔드 API 서버 개발, 프론트엔드 개발하고 CI/CD를 적용하여 온라인 서비스 개발 3. 헬스케어 서비스를 기획하고, 서비스에 필요한 DB 구축 및 인공지능을 적용한, 클라우드 기반의 백엔드 API 서버 개발, 프론트엔드 개발하고 CI/CD를 적용하여 온라인 서비스 개발 훈련생별 프로젝트팀을 구성하여, 3개의 주제 중 1개의 주제를 선택하여 수행 등의 수업을 진행한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000498180&tracseTme=15&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020041301&tracseReqstsCd=&focusId=
"[자체시험센터]일러스트 편집(시각,광고)디자인 실무활용 및 GTQi 2급 자격증","■ 어도비 일러스트레이터(Adobe Illustrator)최신기술을 습득하여 재직근로자들이 현업에 바로 적용이 가능할 수 있도록 디자인 스킬 능력을 향상시킨다.
■ 직업능력개발을 희망하는 재직자와 이직고려 훈련생을 대상으로 일러스트레이터을 활용한 광고, 편집, web, 3D디자인 등에 활용할 수 있는 그래픽 응용능력을 배양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000473628&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020016714&tracseReqstsCd=&focusId=
프로그래밍(코딩) 초보를 위한 파이썬(Phython) 기초 with 챗GPT,"파이썬을 기반으로 프로그램 읽는 방법, 작성 방법, 구조, 실행하는 방법 등 파이썬 응용 기초지식을 함양시킨다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20230000438557&tracseTme=7&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020019063&tracseReqstsCd=&focusId=
『리엑트』 React 프로그래밍 실무교육,"1. 라이브러리를 활용하여 기본 응용소프트웨어를 구현하는 능력을 함양한다.
2. 리엑트(React)를 활용하여 리엑트 프로그래밍의 특징을 이해하고 콤퍼넌트 기반의 웹서비스를 개발하는 능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20230000442282&tracseTme=5&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054641&tracseReqstsCd=&focusId=
"(산대특)생성형AI-SIGIL 디지털전자출판편집디 자인(E-book,Audio)/나만의 전자책제작 프로젝트(양성)","∎ 디지털전자출판(E-BOOK)을 제작을 위해 기획,제작, 편집을 할 수 있는 인력을 양성한다.
∎ 생성형AI와 출판편집 제작도구를 활용하여, 최신트랜드에 맞는 전자출판물을 제작할 수 있는 인력양성을 양성한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20253001086185&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500033363935&tracseReqstsCd=&focusId=
[상위1% 인공지능] AI시대 ChatGPT 분야별 실무적용 활용법,"인공지능의 개념과 원리를 이해하고, 특히 생성AI의 한계점과 가능성을 파악하여 자신의 분야에 효과적으로 활용할 수 있다..
4차 산업혁명 시대에 들어서 인공지능이 급부상하는 이유를 살펴보고 제4의 물결과 미래 사회에 대해 설명할 수 있다.
뉴스, 스포츠, TV, 연예, 영화, 오디오, 사진, 문학과 미술, 게임 등 다방면에 활용되는 인공지능의 가능성을 확인하고 실무에 적용할 수 있다.
인공지능 콘텐츠 시대를 준비하기 위한 빙안을 제시할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001106113&tracseTme=44&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020035790&tracseReqstsCd=&focusId=
[내배카] 인공지능(AI)이 주도하는 4차 산업혁명 시대,"1. 4차 산업혁명 시대에 들어서 인공지능이 급부상하는 이유를 살펴보고 제4의 물결과 미래 사회에 대해 조망할 수 있다.
2. 뉴스, 스포츠, TV, 연예, 영화, 오디오, 사진, 문학과 미술, 게임 등 다방면에 활용되는 인공지능의 가능성을 확인하고 실무에 적용할 수 있다.
3. 인공지능 콘텐츠 시대를 준비하기 위한 태도를 수립할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001065849&tracseTme=121&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020035790&tracseReqstsCd=&focusId=
"일잘러들의 업무파트너, ChatGPT 스마트하게 일하라","1. 생성형 AI의 기본 개념과 작동 원리를 파악하고, 이를 실무에 적용할 수 있다.
2. ChatGPT의 기본적인 사용 방법과 실용적인 스킬을 습득하여, 일상 및 업무에서 효율적으로 활용할 수 있다.
3. 다양한 실무 적용 사례를 이해하고, 실습을 통해 실용성 높은 활용 능력을 향상시킬 수 있다.
4. ChatGPT와 다른 AI 서비스의 차별성 및 통합 활용 방안을 이해하고, 실무에 적용할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001115449&tracseTme=126&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500044312625&tracseReqstsCd=&focusId=
